trial,group,chosen_winner,cost,payout,gross,fees,slip_cost,net_0.5,net_1,net_2
115,17825,521964,1.35,100.0,98.65,0.5,98.1433,98.1365,98.123
116,21206,528788,1.3,100.0,98.7,0.5,98.1935,98.187,98.174
117,17824,521963,0.35,100.0,99.65,0.5,99.1483,99.1465,99.143
118,22863,537490,1.35,100.0,98.65,0.5,98.1433,98.1365,98.123
119,25009,546612,5.05,100.0,94.95,0.5,94.4248,94.3995,94.349
120,16284,517321,3.1,100.0,96.9,0.5,96.3845,96.369,96.338
121,20461,527079,0.65,100.0,99.35,0.5,98.8468,98.8435,98.837
122,22214,533851,0.15,100.0,99.85,0.5,99.3492,99.3485,99.347
123,21662,531202,41.55,100.0,58.45,0.5,57.7423,57.5345,57.119
124,17825,521964,1.35,100.0,98.65,0.5,98.1433,98.1365,98.123
125,21662,531202,41.55,100.0,58.45,0.5,57.7423,57.5345,57.119
126,22214,533851,0.15,100.0,99.85,0.5,99.3492,99.3485,99.347
127,27830,553862,63.25,100.0,36.75,4.5,31.9338,31.6175,30.985
128,22863,537490,1.35,100.0,98.65,0.5,98.1433,98.1365,98.123
129,22214,533851,0.15,100.0,99.85,0.5,99.3492,99.3485,99.347
130,21206,528788,1.3,100.0,98.7,0.5,98.1935,98.187,98.174
131,16284,517321,3.1,100.0,96.9,0.5,96.3845,96.369,96.338
132,22863,537490,1.35,100.0,98.65,0.5,98.1433,98.1365,98.123
133,21220,528820,5.75,100.0,94.25,0.5,93.7212,93.6925,93.635
134,23792,540881,2.8,100.0,97.2,0.5,96.686,96.672,96.644
135,22863,537490,1.35,100.0,98.65,0.5,98.1433,98.1365,98.123
136,22863,537490,1.35,100.0,98.65,0.5,98.1433,98.1365,98.123
137,17825,521964,1.35,100.0,98.65,0.5,98.1433,98.1365,98.123
138,17824,521963,0.35,100.0,99.65,0.5,99.1483,99.1465,99.143
139,20461,527079,0.65,100.0,99.35,0.5,98.8468,98.8435,98.837
140,23792,540881,2.8,100.0,97.2,0.5,96.686,96.672,96.644
141,23792,540881,2.8,100.0,97.2,0.5,96.686,96.672,96.644
142,17824,521963,0.35,100.0,99.65,0.5,99.1483,99.1465,99.143
143,23792,540881,2.8,100.0,97.2,0.5,96.686,96.672,96.644
144,21220,528820,5.75,100.0,94.25,0.5,93.7212,93.6925,93.635
145,20461,527079,0.65,100.0,99.35,0.5,98.8468,98.8435,98.837
146,21220,528820,5.75,100.0,94.25,0.5,93.7212,93.6925,93.635
147,21662,531202,41.55,100.0,58.45,0.5,57.7423,57.5345,57.119
148,25009,546612,5.05,100.0,94.95,0.5,94.4248,94.3995,94.349
149,21220,528820,5.75,100.0,94.25,0.5,93.7212,93.6925,93.635
150,17824,521963,0.35,100.0,99.65,0.5,99.1483,99.1465,99.143
151,23792,540881,2.8,100.0,97.2,0.5,96.686,96.672,96.644
152,17824,521963,0.35,100.0,99.65,0.5,99.1483,99.1465,99.143
153,20461,527079,0.65,100.0,99.35,0.5,98.8468,98.8435,98.837
154,17825,521964,1.35,100.0,98.65,0.5,98.1433,98.1365,98.123
